,T,RH,WS,Rs,P
2023-04-24 20:00:00,30.43,18.79,0.38,0.0,98.32
2023-04-24 21:00:00,29.21,20.47,0.81,0.0,98.34
2023-04-24 22:00:00,27.75,22.53,1.12,0.0,98.33
2023-04-24 23:00:00,26.26,24.91,1.3,0.0,98.32
2023-04-25 00:00:00,24.88,27.47,1.41,0.0,98.29
2023-04-25 01:00:00,23.85,29.85,1.59,0.0,98.25
2023-04-25 02:00:00,23.15,31.96,1.87,0.0,98.25
2023-04-25 03:00:00,22.57,34.2,2.2,0.0,98.26
2023-04-25 04:00:00,22.06,36.58,2.47,0.0,98.29
2023-04-25 05:00:00,21.67,38.69,2.62,0.02,98.33
2023-04-25 06:00:00,23.69,35.21,4.04,0.42,98.38
2023-04-25 07:00:00,26.21,30.78,4.5,1.09,98.44
2023-04-25 08:00:00,30.44,23.4,4.82,1.78,98.5
2023-04-25 09:00:00,33.55,18.78,4.73,2.46,98.53
2023-04-25 10:00:00,35.35,16.8,4.16,3.06,98.52
2023-04-25 11:00:00,36.69,15.65,3.76,3.1,98.46
2023-04-25 12:00:00,37.63,15.17,3.39,2.96,98.39
2023-04-25 13:00:00,38.16,14.71,2.96,2.96,98.29
2023-04-25 14:00:00,38.14,14.52,2.33,2.78,98.2
2023-04-25 15:00:00,37.68,14.49,1.82,2.11,98.13
2023-04-25 16:00:00,36.88,14.65,1.62,1.31,98.09
2023-04-25 17:00:00,35.73,15.26,1.5,0.52,98.09
2023-04-25 18:00:00,32.95,18.06,0.98,0.04,98.11
2023-04-25 19:00:00,31.23,20.98,1.19,0.0,98.16
2023-04-25 20:00:00,30.11,22.71,1.34,0.0,98.2
2023-04-25 21:00:00,29.2,24.12,1.53,0.0,98.21
2023-04-25 22:00:00,28.4,25.59,1.68,0.0,98.19
2023-04-25 23:00:00,27.66,27.09,1.79,0.0,98.16
2023-04-26 00:00:00,27.01,28.52,1.86,0.0,98.11
2023-04-26 01:00:00,26.47,29.69,1.9,0.0,98.06
2023-04-26 02:00:00,26.0,30.7,1.87,0.0,98.03
2023-04-26 03:00:00,25.56,31.61,1.78,0.0,98.01
2023-04-26 04:00:00,25.2,32.34,1.71,0.0,98.03
2023-04-26 05:00:00,24.88,32.88,1.66,0.02,98.06
2023-04-26 06:00:00,26.02,30.65,1.96,0.35,98.11
2023-04-26 07:00:00,27.92,27.1,3.43,1.02,98.17
2023-04-26 08:00:00,29.87,24.18,3.28,1.86,98.21
2023-04-26 09:00:00,33.63,17.98,3.32,2.52,98.25
2023-04-26 10:00:00,35.01,16.27,3.47,2.96,98.25
2023-04-26 11:00:00,35.8,15.73,3.55,3.08,98.21
2023-04-26 12:00:00,36.44,15.41,3.49,3.17,98.16
2023-04-26 13:00:00,36.71,15.37,3.27,3.04,98.08
2023-04-26 14:00:00,36.59,15.48,2.76,2.46,97.99
2023-04-26 15:00:00,36.51,15.49,2.3,1.72,97.9
2023-04-26 16:00:00,36.12,15.71,2.06,1.01,97.85
2023-04-26 17:00:00,35.25,16.53,1.84,0.41,97.85
2023-04-26 18:00:00,32.93,19.5,1.21,0.04,97.88
2023-04-26 19:00:00,31.59,21.85,1.58,0.0,97.93
2023-04-26 20:00:00,30.48,23.47,1.95,0.0,97.98
2023-04-26 21:00:00,29.86,24.43,2.27,0.0,97.99
2023-04-26 22:00:00,29.28,25.18,2.38,0.0,97.97
2023-04-26 23:00:00,28.65,25.55,2.31,0.0,97.94
2023-04-27 00:00:00,28.04,25.27,2.27,0.0,97.9
2023-04-27 01:00:00,27.36,25.0,2.29,0.0,97.86
2023-04-27 02:00:00,26.6,25.28,2.31,0.0,97.84
2023-04-27 03:00:00,25.79,26.24,2.26,0.0,97.85
2023-04-27 04:00:00,25.08,27.48,2.22,0.0,97.89
2023-04-27 05:00:00,24.6,28.54,2.2,0.02,97.93
2023-04-27 06:00:00,25.9,26.76,3.5,0.3,98.0
2023-04-27 07:00:00,27.67,24.01,4.11,0.75,98.08
2023-04-27 08:00:00,30.76,19.75,4.72,1.3,98.14
2023-04-27 09:00:00,33.52,16.63,4.84,1.82,98.17
2023-04-27 10:00:00,35.05,15.16,4.46,2.38,98.17
2023-04-27 11:00:00,36.03,14.36,3.77,2.66,98.13
2023-04-27 12:00:00,36.88,13.95,2.89,2.7,98.07
2023-04-27 13:00:00,37.47,13.79,1.99,1.98,97.97
2023-04-27 14:00:00,37.61,13.67,0.81,1.14,97.88
2023-04-27 15:00:00,37.44,13.76,0.58,1.09,97.81
2023-04-27 16:00:00,37.0,14.07,1.24,0.7,97.77
2023-04-27 17:00:00,36.05,14.73,1.42,0.3,97.76
2023-04-27 18:00:00,33.12,17.9,1.03,0.03,97.81
2023-04-27 19:00:00,31.36,20.77,1.23,0.0,97.89
2023-04-27 20:00:00,30.47,22.3,1.34,0.0,97.98
2023-04-27 21:00:00,29.71,23.95,1.42,0.0,98.04
2023-04-27 22:00:00,28.96,25.91,1.49,0.0,98.06
2023-04-27 23:00:00,28.26,27.79,1.54,0.0,98.05
2023-04-28 00:00:00,27.59,29.4,1.62,0.0,98.01
2023-04-28 01:00:00,26.97,30.69,1.73,0.0,97.98
2023-04-28 02:00:00,26.41,31.8,1.73,0.0,97.95
2023-04-28 03:00:00,25.87,33.07,1.54,0.0,97.94
2023-04-28 04:00:00,25.32,34.66,1.43,0.0,97.98
2023-04-28 05:00:00,24.87,36.42,1.53,0.02,98.03
2023-04-28 06:00:00,26.22,34.65,2.74,0.31,98.11
2023-04-28 07:00:00,28.45,30.83,4.04,0.83,98.16
2023-04-28 08:00:00,31.59,25.15,4.42,1.44,98.21
2023-04-28 09:00:00,34.34,20.55,4.22,2.06,98.24
2023-04-28 10:00:00,36.25,18.02,4.04,2.67,98.22
2023-04-28 11:00:00,37.39,17.2,4.16,2.97,98.18
2023-04-28 12:00:00,37.55,17.66,4.29,2.77,98.12
2023-04-28 13:00:00,36.73,19.62,4.68,1.61,98.07
2023-04-28 14:00:00,35.23,23.52,5.25,1.51,98.05
2023-04-28 15:00:00,32.84,30.56,5.56,0.82,98.07
2023-04-28 16:00:00,29.95,41.41,5.41,0.46,98.13
2023-04-28 17:00:00,27.09,55.42,4.6,0.18,98.19
2023-04-28 18:00:00,24.69,69.78,3.39,0.02,98.27
2023-04-28 19:00:00,23.63,76.86,2.31,0.0,98.33
2023-04-28 20:00:00,23.68,75.18,2.95,0.0,98.32
2023-04-28 21:00:00,23.96,69.29,4.03,0.0,98.25
2023-04-28 22:00:00,24.02,63.59,3.77,0.0,98.19
2023-04-28 23:00:00,23.8,61.45,2.82,0.0,98.15
2023-04-29 00:00:00,23.51,61.6,2.03,0.0,98.11
2023-04-29 01:00:00,23.15,63.36,1.17,0.0,98.06
2023-04-29 02:00:00,22.86,65.63,0.87,0.0,98.03
2023-04-29 03:00:00,22.64,68.04,0.82,0.0,98.03
2023-04-29 04:00:00,22.49,70.52,1.81,0.0,98.07
2023-04-29 05:00:00,22.13,74.11,2.65,0.02,98.14
2023-04-29 06:00:00,22.05,76.3,2.97,0.23,98.23
2023-04-29 07:00:00,22.33,76.11,2.77,0.5,98.32
2023-04-29 08:00:00,22.63,75.29,2.78,0.74,98.38
2023-04-29 09:00:00,22.46,80.56,3.13,1.37,98.41
2023-04-29 10:00:00,23.04,78.33,3.5,1.94,98.41
2023-04-29 11:00:00,23.97,70.9,3.35,2.36,98.38
2023-04-29 12:00:00,24.91,59.08,3.39,2.59,98.31
2023-04-29 13:00:00,25.62,52.52,3.39,2.7,98.24
2023-04-29 14:00:00,26.02,49.95,3.03,2.2,98.16
2023-04-29 15:00:00,26.03,50.45,2.58,1.79,98.1
2023-04-29 16:00:00,25.39,56.98,2.11,1.11,98.07
2023-04-29 17:00:00,24.39,61.1,1.97,0.45,98.07
2023-04-29 18:00:00,22.83,73.51,1.35,0.04,98.1
2023-04-29 19:00:00,22.31,73.59,1.23,0.0,98.14
2023-04-29 20:00:00,22.22,73.67,0.94,0.0,98.17
2023-04-29 21:00:00,21.9,74.3,0.76,0.0,98.18
2023-04-29 22:00:00,21.61,74.49,0.75,0.0,98.19
2023-04-29 23:00:00,21.47,73.64,0.69,0.0,98.15
2023-04-30 00:00:00,21.42,72.17,0.56,0.0,98.08
2023-04-30 01:00:00,21.42,70.48,0.23,0.0,98.01
2023-04-30 02:00:00,21.2,69.49,0.15,0.0,97.96
2023-04-30 03:00:00,20.81,70.53,0.45,0.0,97.95
2023-04-30 04:00:00,20.29,72.86,0.68,0.0,97.98
2023-04-30 05:00:00,19.76,75.61,0.84,0.01,98.04
2023-04-30 06:00:00,21.15,70.63,2.11,0.22,98.14
2023-04-30 07:00:00,22.66,66.21,2.88,0.51,98.21
2023-04-30 08:00:00,24.64,59.59,2.93,0.96,98.23
2023-04-30 09:00:00,26.37,54.45,2.71,1.17,98.23
2023-04-30 10:00:00,27.35,52.89,2.94,1.12,98.21
2023-04-30 11:00:00,27.72,52.15,3.42,1.29,98.17
2023-04-30 12:00:00,27.3,52.99,3.87,2.2,98.12
2023-04-30 13:00:00,26.22,56.21,4.08,2.24,98.07
2023-04-30 14:00:00,25.34,59.72,3.87,2.45,98.02
2023-04-30 15:00:00,24.8,62.3,3.26,1.67,98.0
2023-04-30 16:00:00,24.42,64.53,2.43,0.96,97.98
2023-04-30 17:00:00,23.95,68.36,1.5,0.43,97.99
2023-04-30 18:00:00,23.27,73.63,0.77,0.04,98.02
2023-04-30 19:00:00,22.83,72.86,0.64,0.0,98.06
2023-04-30 20:00:00,22.36,74.43,0.8,0.0,98.1
2023-04-30 21:00:00,21.77,77.53,1.02,0.0,98.13
2023-04-30 22:00:00,21.32,79.8,1.05,0.0,98.11
2023-04-30 23:00:00,20.96,79.54,0.74,0.0,98.06
2023-05-01 00:00:00,20.34,81.74,0.37,0.0,98.0
2023-05-01 01:00:00,19.76,84.14,0.1,0.0,97.93
2023-05-01 02:00:00,19.54,81.85,0.38,0.0,97.89
2023-05-01 03:00:00,19.45,80.1,0.91,0.0,97.87
2023-05-01 04:00:00,19.39,79.38,1.38,0.0,97.9
2023-05-01 05:00:00,19.19,80.0,1.64,0.03,97.95
2023-05-01 06:00:00,19.3,79.24,1.72,0.42,98.03
2023-05-01 07:00:00,19.97,75.93,1.78,1.05,98.1
2023-05-01 08:00:00,20.88,73.9,2.21,1.76,98.15
2023-05-01 09:00:00,21.74,72.51,2.61,2.62,98.17
2023-05-01 10:00:00,22.34,71.69,2.73,2.87,98.17
2023-05-01 11:00:00,22.98,70.16,2.67,2.8,98.14
2023-05-01 12:00:00,23.73,67.72,2.43,2.38,98.1
2023-05-01 13:00:00,24.72,64.37,1.98,2.42,98.04
2023-05-01 14:00:00,25.55,60.89,1.3,2.09,97.98
2023-05-01 15:00:00,26.18,57.95,0.63,1.63,97.93
2023-05-01 16:00:00,26.39,56.41,0.96,1.07,97.91
2023-05-01 17:00:00,26.17,57.12,1.72,0.49,97.93
2023-05-01 18:00:00,24.77,63.09,1.74,0.05,97.97
2023-05-01 19:00:00,23.66,66.94,2.37,0.0,98.03
2023-05-01 20:00:00,22.98,69.57,3.23,0.0,98.09
2023-05-01 21:00:00,22.16,73.5,3.6,0.0,98.13
2023-05-01 22:00:00,21.46,77.13,3.71,0.0,98.13
2023-05-01 23:00:00,20.92,80.2,3.68,0.0,98.09
2023-05-02 00:00:00,20.46,82.99,3.22,0.0,98.05
2023-05-02 01:00:00,20.08,85.4,2.44,0.0,98.02
2023-05-02 02:00:00,19.75,87.49,1.83,0.0,98.01
2023-05-02 03:00:00,19.45,89.48,1.57,0.0,98.01
2023-05-02 04:00:00,19.18,91.22,1.51,0.0,98.03
2023-05-02 05:00:00,19.02,92.24,1.63,0.03,98.06
2023-05-02 06:00:00,20.73,83.19,3.22,0.41,98.11
2023-05-02 07:00:00,23.4,70.2,3.13,1.04,98.16
2023-05-02 08:00:00,27.51,50.36,1.67,1.81,98.21
2023-05-02 09:00:00,29.37,44.45,0.76,2.53,98.23
2023-05-02 10:00:00,30.47,41.59,0.4,2.71,98.23
2023-05-02 11:00:00,31.49,38.25,0.46,2.64,98.19
2023-05-02 12:00:00,32.31,35.27,0.64,2.56,98.14
2023-05-02 13:00:00,32.81,33.15,0.76,2.27,98.08
2023-05-02 14:00:00,32.87,31.83,0.86,2.11,98.0
2023-05-02 15:00:00,32.75,31.18,1.01,1.58,97.95
2023-05-02 16:00:00,32.48,31.24,1.07,0.93,97.94
2023-05-02 17:00:00,31.95,32.0,0.89,0.41,97.97
2023-05-02 18:00:00,30.82,35.72,0.42,0.04,98.02
2023-05-02 19:00:00,29.78,38.23,0.43,0.0,98.08
2023-05-02 20:00:00,29.08,39.52,0.5,0.0,98.14
2023-05-02 21:00:00,28.39,40.91,0.51,0.0,98.2
2023-05-02 22:00:00,27.73,42.73,0.45,0.0,98.22
2023-05-02 23:00:00,26.97,45.07,0.38,0.0,98.21
2023-05-03 00:00:00,26.04,48.23,0.43,0.0,98.17
2023-05-03 01:00:00,25.23,50.54,0.54,0.0,98.14
2023-05-03 02:00:00,24.78,52.86,0.51,0.0,98.13
2023-05-03 03:00:00,24.45,54.74,0.31,0.0,98.15
2023-05-03 04:00:00,23.94,57.3,0.21,0.0,98.19
2023-05-03 05:00:00,23.39,60.13,0.26,0.03,98.25
2023-05-03 06:00:00,24.54,56.11,0.6,0.31,98.32
2023-05-03 07:00:00,27.21,47.06,1.25,0.81,98.38
2023-05-03 08:00:00,29.65,39.81,1.7,1.47,98.41
2023-05-03 09:00:00,31.15,36.19,1.77,2.16,98.4
2023-05-03 10:00:00,32.4,33.64,1.89,2.74,98.37
2023-05-03 11:00:00,33.44,31.71,2.1,2.94,98.31
2023-05-03 12:00:00,34.13,30.43,2.34,3.45,98.23
2023-05-03 13:00:00,34.5,29.65,2.57,3.02,98.16
2023-05-03 14:00:00,34.54,29.36,2.92,2.67,98.08
2023-05-03 15:00:00,34.17,30.01,3.19,1.9,98.03
2023-05-03 16:00:00,33.69,30.55,3.31,1.09,98.01
2023-05-03 17:00:00,32.74,31.82,3.28,0.45,98.03
2023-05-03 18:00:00,31.02,35.09,2.18,0.05,98.06
2023-05-03 19:00:00,29.45,39.32,1.91,0.0,98.13
2023-05-03 20:00:00,28.52,42.13,2.0,0.0,98.2
2023-05-03 21:00:00,27.3,45.34,1.82,0.0,98.25
2023-05-03 22:00:00,26.35,47.86,1.72,0.0,98.27
2023-05-03 23:00:00,25.55,49.98,1.7,0.0,98.24
2023-05-04 00:00:00,24.82,51.93,1.76,0.0,98.21
2023-05-04 01:00:00,24.14,53.91,1.8,0.0,98.17
2023-05-04 02:00:00,23.55,55.96,1.82,0.0,98.15
2023-05-04 03:00:00,23.09,57.87,1.81,0.0,98.16
2023-05-04 04:00:00,22.74,59.75,1.81,0.0,98.19
2023-05-04 05:00:00,22.58,61.21,1.88,0.03,98.23
2023-05-04 06:00:00,24.42,55.84,3.52,0.39,98.3
2023-05-04 07:00:00,27.03,48.12,3.51,1.0,98.35
2023-05-04 08:00:00,30.81,36.43,2.62,1.72,98.39
2023-05-04 09:00:00,32.46,32.8,1.87,2.35,98.4
2023-05-04 10:00:00,33.63,30.85,1.64,2.84,98.36
2023-05-04 11:00:00,34.63,29.34,1.57,3.11,98.3
2023-05-04 12:00:00,35.41,27.94,1.54,3.36,98.22
2023-05-04 13:00:00,35.9,26.8,1.5,3.22,98.14
2023-05-04 14:00:00,36.2,25.77,1.67,2.79,98.06
2023-05-04 15:00:00,36.2,25.24,1.89,2.13,98.0
2023-05-04 16:00:00,35.76,25.66,2.02,1.34,97.96
2023-05-04 17:00:00,34.94,26.13,2.09,0.58,97.96
2023-05-04 18:00:00,32.73,29.5,1.22,0.06,97.97
2023-05-04 19:00:00,30.72,33.84,1.43,0.0,97.99
2023-05-04 20:00:00,29.76,35.5,1.93,0.0,98.02
2023-05-04 21:00:00,28.83,35.91,2.23,0.0,98.08
2023-05-04 22:00:00,27.96,36.22,2.44,0.0,98.14
2023-05-04 23:00:00,27.2,36.44,2.74,0.0,98.14
2023-05-05 00:00:00,26.47,37.25,2.94,0.0,98.1
2023-05-05 01:00:00,25.76,38.83,2.99,0.0,98.05
2023-05-05 02:00:00,25.17,40.88,2.97,0.0,98.01
2023-05-05 03:00:00,24.45,43.74,2.64,0.0,98.0
2023-05-05 04:00:00,23.78,46.93,2.2,0.0,98.03
2023-05-05 05:00:00,23.45,49.46,1.87,0.04,98.09
2023-05-05 06:00:00,24.85,46.8,2.96,0.44,98.16
2023-05-05 07:00:00,27.22,41.23,2.44,1.11,98.23
2023-05-05 08:00:00,31.37,30.35,1.57,1.92,98.27
2023-05-05 09:00:00,33.52,26.1,0.57,2.57,98.26
2023-05-05 10:00:00,34.82,24.35,0.17,3.1,98.22
2023-05-05 11:00:00,35.79,23.15,0.82,3.35,98.16
2023-05-05 12:00:00,36.47,22.31,1.33,3.48,98.07
2023-05-05 13:00:00,37.01,21.54,1.71,3.23,97.98
2023-05-05 14:00:00,36.97,21.45,2.0,2.76,97.9
2023-05-05 15:00:00,36.64,21.59,2.15,2.0,97.84
2023-05-05 16:00:00,36.3,21.69,2.21,1.25,97.82
2023-05-05 17:00:00,35.65,22.15,2.13,0.54,97.81
2023-05-05 18:00:00,33.74,24.57,1.09,0.06,97.82
2023-05-05 19:00:00,32.12,27.57,1.12,0.0,97.87
2023-05-05 20:00:00,31.14,30.09,1.16,0.0,97.92
2023-05-05 21:00:00,30.33,31.49,1.16,0.0,97.96
2023-05-05 22:00:00,29.36,33.0,1.18,0.0,97.98
2023-05-05 23:00:00,28.58,34.36,1.16,0.0,97.96
2023-05-06 00:00:00,27.94,35.65,1.14,0.0,97.94
2023-05-06 01:00:00,27.38,36.91,1.1,0.0,97.91
2023-05-06 02:00:00,26.82,38.32,1.17,0.0,97.9
2023-05-06 03:00:00,26.44,39.37,1.36,0.0,97.9
2023-05-06 04:00:00,26.01,40.67,1.58,0.0,97.94
2023-05-06 05:00:00,25.95,41.3,1.87,0.04,97.98
2023-05-06 06:00:00,27.18,38.87,3.3,0.46,98.05
2023-05-06 07:00:00,28.63,35.87,3.42,1.14,98.13
2023-05-06 08:00:00,32.36,27.32,2.61,1.87,98.18
2023-05-06 09:00:00,34.55,23.26,1.11,2.53,98.19
2023-05-06 10:00:00,35.77,21.69,0.55,3.02,98.16
2023-05-06 11:00:00,37.16,20.33,1.63,3.29,98.08
2023-05-06 12:00:00,38.03,19.54,2.32,3.43,97.99
2023-05-06 13:00:00,38.42,19.25,2.75,3.21,97.88
2023-05-06 14:00:00,38.6,19.27,2.93,2.59,97.8
2023-05-06 15:00:00,38.58,19.32,2.95,2.0,97.72
2023-05-06 16:00:00,38.08,19.63,2.94,1.27,97.68
2023-05-06 17:00:00,37.15,20.57,2.86,0.56,97.66
2023-05-06 18:00:00,34.69,23.81,1.38,0.06,97.69
2023-05-06 19:00:00,32.86,27.87,1.2,0.0,97.73
2023-05-06 20:00:00,31.89,30.08,1.33,0.0,97.79
2023-05-06 21:00:00,30.98,31.62,1.6,0.0,97.82
2023-05-06 22:00:00,30.18,33.14,2.1,0.0,97.83
2023-05-06 23:00:00,29.38,34.85,2.73,0.0,97.83
2023-05-07 00:00:00,28.54,36.89,3.08,0.0,97.81
2023-05-07 01:00:00,27.67,39.26,2.9,0.0,97.77
2023-05-07 02:00:00,26.8,41.83,2.41,0.0,97.75
2023-05-07 03:00:00,26.17,43.69,2.26,0.0,97.75
2023-05-07 04:00:00,25.63,45.22,2.28,0.0,97.79
2023-05-07 05:00:00,25.11,46.66,2.16,0.05,97.84
2023-05-07 06:00:00,26.96,42.03,3.25,0.51,97.91
2023-05-07 07:00:00,29.08,36.9,3.73,1.24,97.97
2023-05-07 08:00:00,33.5,20.55,4.06,2.02,98.0
2023-05-07 09:00:00,36.35,13.6,4.96,2.77,98.0
2023-05-07 10:00:00,37.31,13.15,5.84,3.25,97.97
2023-05-07 11:00:00,37.92,12.88,6.51,3.55,97.92
2023-05-07 12:00:00,39.11,11.96,7.0,3.57,97.84
2023-05-07 13:00:00,39.54,11.44,7.26,3.39,97.74
2023-05-07 14:00:00,39.46,10.93,7.3,2.7,97.66
2023-05-07 15:00:00,38.89,10.5,7.03,2.14,97.6
2023-05-07 16:00:00,37.87,10.17,6.48,1.37,97.58
2023-05-07 17:00:00,36.32,10.6,5.07,0.59,97.58
2023-05-07 18:00:00,32.41,13.4,2.46,0.07,97.62
2023-05-07 19:00:00,29.88,15.04,2.01,0.0,97.66
2023-05-07 20:00:00,28.57,16.59,1.83,0.0,97.71
2023-05-07 21:00:00,27.48,18.62,1.65,0.0,97.75
2023-05-07 22:00:00,26.64,20.82,1.48,0.0,97.76
2023-05-07 23:00:00,26.23,22.38,1.35,0.0,97.74
2023-05-08 00:00:00,26.34,22.63,1.15,0.0,97.69
2023-05-08 01:00:00,26.63,21.92,0.74,0.0,97.64
2023-05-08 02:00:00,25.96,22.66,0.76,0.0,97.61
2023-05-08 03:00:00,24.14,25.15,1.24,0.0,97.61
2023-05-08 04:00:00,22.22,27.15,1.58,0.0,97.64
2023-05-08 05:00:00,21.34,27.0,2.18,0.05,97.69
2023-05-08 06:00:00,23.58,23.21,4.27,0.61,97.78
2023-05-08 07:00:00,25.92,20.16,4.92,1.42,97.87
2023-05-08 08:00:00,29.77,15.74,4.67,2.24,97.92
2023-05-08 09:00:00,33.95,10.33,6.17,2.94,97.94
2023-05-08 10:00:00,36.13,8.71,6.57,3.44,97.93
2023-05-08 11:00:00,37.37,8.09,6.45,3.7,97.88
2023-05-08 12:00:00,38.29,7.43,6.31,3.78,97.8
2023-05-08 13:00:00,38.85,6.86,6.25,3.52,97.71
2023-05-08 14:00:00,38.99,6.43,6.14,3.03,97.64
2023-05-08 15:00:00,38.62,6.26,5.96,2.33,97.6
2023-05-08 16:00:00,37.75,6.46,5.65,1.5,97.58
2023-05-08 17:00:00,36.15,7.65,4.35,0.66,97.59
2023-05-08 18:00:00,31.71,11.61,2.12,0.07,97.65
2023-05-08 19:00:00,29.34,13.8,1.98,0.0,97.73
2023-05-08 20:00:00,28.17,15.77,1.93,0.0,97.81
2023-05-08 21:00:00,27.15,18.4,1.86,0.0,97.88
2023-05-08 22:00:00,26.24,21.81,1.77,0.0,97.93
2023-05-08 23:00:00,25.39,25.4,1.68,0.0,97.94
2023-05-09 00:00:00,24.61,28.63,1.59,0.0,97.93
2023-05-09 01:00:00,23.88,31.11,1.53,0.0,97.91
2023-05-09 02:00:00,23.25,32.86,1.5,0.0,97.9
2023-05-09 03:00:00,22.7,34.14,1.48,0.0,97.9
2023-05-09 04:00:00,22.17,35.27,1.5,0.0,97.93
2023-05-09 05:00:00,21.82,35.93,1.53,0.05,97.98
2023-05-09 06:00:00,24.57,30.66,2.21,0.57,98.07
2023-05-09 07:00:00,27.59,25.07,3.36,1.36,98.15
2023-05-09 08:00:00,31.64,19.13,2.88,2.17,98.21
2023-05-09 09:00:00,35.59,13.0,1.54,2.85,98.24
2023-05-09 10:00:00,37.29,10.59,0.81,3.35,98.25
2023-05-09 11:00:00,38.46,9.22,0.26,3.62,98.21
2023-05-09 12:00:00,39.36,8.43,0.89,3.72,98.15
2023-05-09 13:00:00,39.9,8.05,1.6,3.49,98.06
2023-05-09 14:00:00,40.0,8.09,2.24,3.01,97.99
2023-05-09 15:00:00,39.73,7.94,2.7,2.34,97.93
2023-05-09 16:00:00,39.02,7.93,2.98,1.54,97.9
2023-05-09 17:00:00,37.75,8.54,2.93,0.71,97.9
2023-05-09 18:00:00,33.8,12.32,1.51,0.08,97.93
2023-05-09 19:00:00,31.28,15.75,1.69,0.0,97.98
2023-05-09 20:00:00,30.06,17.52,1.89,0.0,98.04
2023-05-09 21:00:00,28.96,19.34,2.02,0.0,98.09
2023-05-09 22:00:00,27.97,20.91,2.07,0.0,98.12
2023-05-09 23:00:00,27.07,22.08,2.1,0.0,98.12
2023-05-10 00:00:00,26.18,23.17,2.15,0.0,98.1
2023-05-10 01:00:00,25.24,24.49,2.21,0.0,98.07
2023-05-10 02:00:00,24.3,26.36,2.21,0.0,98.05
2023-05-10 03:00:00,23.39,28.61,2.06,0.0,98.05
2023-05-10 04:00:00,22.63,30.82,1.86,0.0,98.07
2023-05-10 05:00:00,22.19,32.31,1.68,0.05,98.1
2023-05-10 06:00:00,24.79,27.93,2.57,0.57,98.14
2023-05-10 07:00:00,27.36,23.79,3.01,1.34,98.18
2023-05-10 08:00:00,31.22,18.8,2.18,2.14,98.22
2023-05-10 09:00:00,35.69,12.79,0.96,2.84,98.24
2023-05-10 10:00:00,37.82,10.91,1.75,3.34,98.22
2023-05-10 11:00:00,39.16,10.14,2.49,3.61,98.17
2023-05-10 12:00:00,40.04,9.54,2.97,3.75,98.1
2023-05-10 13:00:00,40.49,9.16,3.28,3.51,98.02
2023-05-10 14:00:00,40.54,9.01,3.39,3.03,97.92
2023-05-10 15:00:00,40.22,8.88,3.4,2.36,97.85
2023-05-10 16:00:00,39.44,9.08,3.41,1.56,97.82
2023-05-10 17:00:00,38.15,9.74,3.06,0.72,97.82
2023-05-10 18:00:00,34.2,13.52,1.43,0.08,97.85
2023-05-10 19:00:00,31.96,16.39,1.46,0.0,97.9
2023-05-10 20:00:00,31.08,17.17,1.46,0.0,97.95
2023-05-10 21:00:00,30.74,17.48,1.39,0.0,97.99
2023-05-10 22:00:00,30.7,17.31,1.27,0.0,98.0
2023-05-10 23:00:00,30.61,16.93,1.17,0.0,97.99
2023-05-11 00:00:00,30.31,16.57,1.05,0.0,97.96
2023-05-11 01:00:00,30.13,16.26,0.89,0.0,97.94
2023-05-11 02:00:00,29.46,16.82,0.92,0.0,97.93
2023-05-11 03:00:00,28.04,18.64,1.17,0.0,97.94
2023-05-11 04:00:00,26.43,20.9,1.37,0.0,97.98
2023-05-11 05:00:00,25.06,23.07,1.46,0.06,98.04
2023-05-11 06:00:00,26.97,21.28,1.69,0.6,98.11
2023-05-11 07:00:00,30.04,17.12,3.34,1.39,98.18
2023-05-11 08:00:00,33.77,13.63,2.74,2.2,98.22
2023-05-11 09:00:00,37.95,9.93,1.87,2.89,98.24
2023-05-11 10:00:00,39.38,8.91,1.83,3.38,98.23
2023-05-11 11:00:00,40.42,7.99,1.96,3.65,98.18
2023-05-11 12:00:00,41.16,7.35,2.06,3.81,98.11
2023-05-11 13:00:00,41.61,6.86,2.11,3.57,98.03
2023-05-11 14:00:00,41.73,6.66,2.14,3.09,97.96
2023-05-11 15:00:00,41.53,6.37,2.15,2.42,97.89
2023-05-11 16:00:00,40.92,6.34,2.17,1.61,97.85
2023-05-11 17:00:00,39.75,6.64,1.91,0.76,97.84
2023-05-11 18:00:00,36.15,9.32,1.17,0.09,97.86
2023-05-11 19:00:00,34.27,11.13,1.32,0.0,97.9
2023-05-11 20:00:00,33.34,10.99,1.36,0.0,97.93
2023-05-11 21:00:00,32.75,10.89,1.34,0.0,97.96
2023-05-11 22:00:00,32.73,10.81,1.26,0.0,97.97
2023-05-11 23:00:00,32.51,10.65,1.2,0.0,97.96
2023-05-12 00:00:00,31.88,10.4,1.21,0.0,97.92
2023-05-12 01:00:00,30.9,10.75,1.3,0.0,97.87
2023-05-12 02:00:00,29.7,11.55,1.45,0.0,97.84
2023-05-12 03:00:00,28.09,12.88,1.6,0.0,97.82
2023-05-12 04:00:00,26.7,14.15,1.74,0.0,97.85
2023-05-12 05:00:00,25.98,15.1,2.01,0.06,97.88
2023-05-12 06:00:00,28.58,13.93,3.37,0.6,97.93
2023-05-12 07:00:00,30.98,12.84,4.77,1.4,97.98
2023-05-12 08:00:00,34.26,11.06,4.51,2.19,98.02
2023-05-12 09:00:00,38.6,8.29,5.27,2.87,98.03
2023-05-12 10:00:00,41.31,7.51,5.65,3.36,97.98
